Chromosome	Begin	End	Size	Direction	Feature
chrIV	745880	747075	1195	NA	<PEX7_<SAN1
chrIV	747076	748152	1076	-	SAN1
chrIV	748153	748588	435	NA	<SAN1_<MKC7
chrIV	748589	750379	1790	-	MKC7
chrIV	750380	751015	635	NA	<MKC7_>TAF12
chrIV	751016	752635	1619	+	TAF12
chrIV	752636	752890	254	NA	>TAF12_<SWI5
chrIV	752891	755020	2129	-	SWI5
chrIV	755021	755706	685	NA	<SWI5_>EKI1
chrIV	755707	755767	1378	+	EKI1
chrIV	755768	756194	426	NA	>EKI1_intron_>EKI1
chrIV	756195	757513	1378	+	EKI1
chrIV	757514	757952	438	NA	>EKI1_<KGD2
chrIV	757953	759344	1391	-	KGD2
chrIV	759345	759905	560	NA	<KGD2_>NUM1
chrIV	759906	766958	7052	+	NUM1
chrIV	766959	767261	302	NA	>NUM1_<CTH1
chrIV	767262	768239	977	-	CTH1
chrIV	768240	768789	549	NA	<CTH1_>GIR2
chrIV	768790	769587	797	+	GIR2
chrIV	769588	769819	231	NA	>GIR2_<ENT5
chrIV	769820	771055	1235	-	ENT5
chrIV	771056	771595	539	NA	<ENT5_<CPR1
chrIV	771596	772084	488	-	CPR1
chrIV	772085	772608	523	NA	<CPR1_>RPA14
chrIV	772609	773022	413	+	RPA14
chrIV	773023	773440	417	NA	>RPA14_>HOM2
chrIV	773441	774538	1097	+	HOM2
chrIV	774539	774960	421	NA	>HOM2_>SAC3
chrIV	774961	778866	3905	+	SAC3
chrIV	778867	779246	379	NA	>SAC3_>SSY1
chrIV	779247	781805	2558	+	SSY1
chrIV	781806	782126	320	NA	>SSY1_>YDR161W
chrIV	782127	783290	1163	+	YDR161W
chrIV	783291	783473	182	NA	>YDR161W_<NBP2
chrIV	783474	784184	710	-	NBP2
chrIV	784185	784506	321	NA	<NBP2_>CWC15
chrIV	784507	785034	527	+	CWC15
chrIV	785035	785124	89	NA	>CWC15_<SEC1
chrIV	785125	787299	2174	-	SEC1
chrIV	787300	787954	654	NA	<SEC1_>TRM82
chrIV	787955	789289	1334	+	TRM82
chrIV	789290	789389	99	NA	>TRM82_<SEC5
chrIV	789390	792305	2915	-	SEC5
chrIV	792306	792532	226	NA	<SEC5_>TAF10
chrIV	792533	793153	620	+	TAF10
chrIV	793154	793411	257	NA	>TAF10_>CDC37
chrIV	793412	794932	1520	+	CDC37
chrIV	794933	795431	498	NA	>CDC37_<STB3
chrIV	795432	796973	1541	-	STB3
chrIV	796974	799276	2302	NA	<STB3_<SEC7
chrIV	799277	805306	6029	-	SEC7
chrIV	805307	805814	507	NA	<SEC7_<tQ(UUG)D3
chrIV	805815	805886	71	-	tQ(UUG)D3
chrIV	805887	806278	391	NA	<tQ(UUG)D3_>unannotated
chrIV	806279	808772	2493	+	unannotated
chrIV	808773	809704	931	NA	>unannotated_>HSP42
chrIV	809705	810832	1127	+	HSP42
chrIV	810833	811407	574	NA	>HSP42_>SUP35
chrIV	811408	813465	2057	+	SUP35
chrIV	813466	813648	182	NA	>SUP35_<ARG82
chrIV	813649	814716	1067	-	ARG82
chrIV	814717	815193	476	NA	<ARG82_>HMO1
chrIV	815194	815820	626	+	HMO1
chrIV	815821	816276	455	NA	>HMO1_<RSM24
chrIV	816277	817236	959	-	RSM24
chrIV	817237	817535	298	NA	<RSM24_>NGG1
chrIV	817536	819638	2102	+	NGG1
chrIV	819639	819961	322	NA	>NGG1_>UBC1
chrIV	819962	820609	647	+	UBC1
chrIV	820610	821034	424	NA	>UBC1_>SDH4
chrIV	821035	821580	545	+	SDH4
chrIV	821581	821792	211	NA	>SDH4_<CSN9
chrIV	821793	822281	488	-	CSN9
chrIV	822282	822517	235	NA	<CSN9_>YDR179W-A
chrIV	822518	823909	1391	+	YDR179W-A
chrIV	823910	824379	469	NA	>YDR179W-A_>SCC2
chrIV	824380	828861	4481	+	SCC2
chrIV	828862	828994	132	NA	>SCC2_<SAS4
chrIV	828995	830440	1445	-	SAS4
chrIV	830441	830666	225	NA	<SAS4_>CDC1
chrIV	830667	832142	1475	+	CDC1
chrIV	832143	832669	526	NA	>CDC1_>PLP1
chrIV	832670	833362	692	+	PLP1
chrIV	833363	833713	350	NA	>PLP1_<ATC1
chrIV	833714	834598	884	-	ATC1
chrIV	834599	835018	419	NA	<ATC1_<YDR185C
chrIV	835019	835558	539	-	YDR185C
chrIV	835559	835943	384	NA	<YDR185C_<YDR186C
chrIV	835944	838577	2633	-	YDR186C
chrIV	838578	839505	927	NA	<YDR186C_>CCT6
chrIV	839506	841146	1640	+	CCT6
chrIV	841147	841476	329	NA	>CCT6_>SLY1
chrIV	841477	843477	2000	+	SLY1
chrIV	843478	843688	210	NA	>SLY1_<RVB1
chrIV	843689	845080	1391	-	RVB1
chrIV	845081	845421	340	NA	<RVB1_>HST4
chrIV	845422	846534	1112	+	HST4
chrIV	846535	846653	118	NA	>HST4_<NUP42
chrIV	846654	847946	1292	-	NUP42
chrIV	847947	849036	1089	NA	<NUP42_<MSS116
chrIV	849037	851031	1994	-	MSS116
chrIV	851032	851683	651	NA	<MSS116_>REF2
chrIV	851684	853285	1601	+	REF2
chrIV	853286	853358	72	NA	>REF2_<YDR196C
chrIV	853359	854084	725	-	YDR196C
chrIV	854085	854313	228	NA	<YDR196C_>CBS2
chrIV	854314	855483	1169	+	CBS2
chrIV	855484	855618	134	NA	>CBS2_<RKM2
chrIV	855619	857058	1439	-	RKM2
chrIV	857059	857364	305	NA	<RKM2_<VPS64
chrIV	857365	859179	1814	-	VPS64
chrIV	859180	859402	222	NA	<VPS64_>SPC19
chrIV	859403	859900	497	+	SPC19
chrIV	859901	859983	82	NA	>SPC19_<RAV2
chrIV	859984	861039	1055	-	RAV2
chrIV	861040	861222	182	NA	<RAV2_>COQ4
chrIV	861223	862230	1007	+	COQ4
chrIV	862231	862383	152	NA	>COQ4_>MSC2
chrIV	862384	864606	2222	+	MSC2
chrIV	864607	865139	532	NA	>MSC2_>EBS1
chrIV	865140	867794	2654	+	EBS1
chrIV	867795	868097	302	NA	>EBS1_<UME6
chrIV	868098	870608	2510	-	UME6
chrIV	870609	871309	700	NA	<UME6_>MSS4
chrIV	871310	873649	2339	+	MSS4
chrIV	873650	876470	2820	NA	>MSS4_>unannotated
chrIV	876471	880511	4040	+	unannotated
chrIV	880512	881744	1232	NA	>unannotated_<unannotated
chrIV	881745	887013	5268	-	unannotated
chrIV	887014	887446	432	NA	<unannotated_>tI(UAU)D
chrIV	887447	887484	73	+	tI(UAU)D
chrIV	887485	887542	57	NA	>tI(UAU)D_intron_>tI(UAU)D
chrIV	887543	887579	73	+	tI(UAU)D
chrIV	887580	887812	232	NA	>tI(UAU)D_>GCD6
chrIV	887813	888232	419	+	GCD6
chrIV	888233	888358	125	NA	>GCD6_>unannotated
chrIV	888359	890497	2138	+	unannotated
chrIV	890498	890863	365	NA	>unannotated_>TCP1
chrIV	890864	892543	1679	+	TCP1
chrIV	892544	893382	838	NA	>TCP1_>UPC2
chrIV	893383	896124	2741	+	UPC2
chrIV	896125	896565	440	NA	>UPC2_>AHA1
chrIV	896566	897618	1052	+	AHA1
chrIV	897619	898725	1106	NA	>AHA1_>ADR1
chrIV	898726	902697	3971	+	ADR1
chrIV	902698	903241	543	NA	>ADR1_<RAD9
chrIV	903242	907171	3929	-	RAD9
chrIV	907172	907471	299	NA	<RAD9_<SPR28
chrIV	907472	908743	1271	-	SPR28
chrIV	908744	909145	401	NA	<SPR28_<MFB1
chrIV	909146	910543	1397	-	MFB1
chrIV	910544	911020	476	NA	<MFB1_>GTB1
chrIV	911021	913129	2108	+	GTB1
chrIV	913130	913744	614	NA	>GTB1_>YDR222W
chrIV	913745	914992	1247	+	YDR222W
chrIV	914993	915789	796	NA	>YDR222W_>CRF1
chrIV	915790	917193	1403	+	CRF1
chrIV	917194	918007	813	NA	>CRF1_<HTB1
chrIV	918008	918403	395	-	HTB1
chrIV	918404	919220	816	NA	<HTB1_>HTA1
chrIV	919221	919619	398	+	HTA1
chrIV	919620	920176	556	NA	>HTA1_>ADK1
chrIV	920177	920845	668	+	ADK1
chrIV	920846	921261	415	NA	>ADK1_>SIR4
chrIV	921262	925338	4076	+	SIR4
chrIV	925339	925616	277	NA	>SIR4_<PCF11
chrIV	925617	927497	1880	-	PCF11
chrIV	927498	928475	977	NA	<PCF11_>IVY1
chrIV	928476	929837	1361	+	IVY1
chrIV	929838	929983	145	NA	>IVY1_<COX20
chrIV	929984	930601	617	-	COX20
chrIV	930602	931142	540	NA	<COX20_>HEM1
chrIV	931143	932789	1646	+	HEM1
chrIV	932790	933160	370	NA	>HEM1_<RTN1
chrIV	933161	934048	887	-	RTN1
chrIV	934049	934819	770	NA	<RTN1_>LYS4
chrIV	934820	936901	2081	+	LYS4
chrIV	936902	937194	292	NA	>LYS4_>PRP42
chrIV	937195	938829	1634	+	PRP42
chrIV	938830	938926	96	NA	>PRP42_<FMN1
chrIV	938927	939583	656	-	FMN1
chrIV	939584	940305	721	NA	<FMN1_>MRPL7
chrIV	940306	941184	878	+	MRPL7
chrIV	941185	941585	400	NA	>MRPL7_<SEC26
chrIV	941586	944507	2921	-	SEC26
chrIV	944508	944747	239	NA	<SEC26_<YDR239C
chrIV	944748	947111	2363	-	YDR239C
chrIV	947112	947364	252	NA	<YDR239C_<SNU56
chrIV	947365	948843	1478	-	SNU56
chrIV	948844	950002	1158	NA	<SNU56_>tY(GUA)D
chrIV	950003	950042	75	+	tY(GUA)D
chrIV	950043	950054	11	NA	>tY(GUA)D_intron_>tY(GUA)D
chrIV	950055	950091	75	+	tY(GUA)D
chrIV	950092	950497	405	NA	>tY(GUA)D_>AMD2
chrIV	950498	952147	1649	+	AMD2
chrIV	952148	952208	60	NA	>AMD2_<PRP28
chrIV	952209	953975	1766	-	PRP28
chrIV	953976	954253	277	NA	<PRP28_>PEX5
chrIV	954254	956092	1838	+	PEX5
chrIV	956093	956490	397	NA	>PEX5_>MNN10
chrIV	956491	957672	1181	+	MNN10
chrIV	957673	957978	305	NA	>MNN10_>TRS23
chrIV	957979	958638	659	+	TRS23
chrIV	958639	959703	1064	NA	>TRS23_>VHS1
chrIV	959704	961089	1385	+	VHS1
chrIV	961090	961448	358	NA	>VHS1_<YDR248C
chrIV	961449	962030	581	-	YDR248C
chrIV	962031	962371	340	NA	<YDR248C_<YDR249C
chrIV	962372	963493	1121	-	YDR249C
chrIV	963494	964304	810	NA	<YDR249C_>PAM1
chrIV	964305	966797	2492	+	PAM1
chrIV	966798	967102	304	NA	>PAM1_>BTT1
chrIV	967103	967552	449	+	BTT1
chrIV	967553	967680	127	NA	>BTT1_<MET32
chrIV	967681	968256	575	-	MET32
chrIV	968257	968803	546	NA	<MET32_>CHL4
chrIV	968804	970180	1376	+	CHL4
chrIV	970181	970247	66	NA	>CHL4_<RMD5
chrIV	970248	971513	1265	-	RMD5
chrIV	971514	971823	309	NA	<RMD5_<CTA1
chrIV	971824	973371	1547	-	CTA1
chrIV	973372	973680	308	NA	<CTA1_<SET7
chrIV	973681	975165	1484	-	SET7
chrIV	975166	975498	332	NA	<SET7_<HSP78
chrIV	975499	977934	2435	-	HSP78
chrIV	977935	978321	386	NA	<HSP78_<YAP6
chrIV	978322	979473	1151	-	YAP6
chrIV	979474	980407	933	NA	<YAP6_<SWM1
chrIV	980408	980920	512	-	SWM1
chrIV	980921	981211	290	NA	<SWM1_<EXG2
chrIV	981212	982900	1688	-	EXG2
chrIV	982901	984664	1763	NA	<EXG2_<tS(AGA)D2
chrIV	984665	984746	81	-	tS(AGA)D2
chrIV	984747	986425	1678	NA	<tS(AGA)D2_>unannotated
chrIV	986426	990466	4040	+	unannotated
chrIV	990467	991224	757	NA	>unannotated_<unannotated
chrIV	991225	996040	4815	-	unannotated
chrIV	996041	996522	481	NA	<unannotated_>tG(GCC)D2
chrIV	996523	996593	70	+	tG(GCC)D2
chrIV	996594	996824	230	NA	>tG(GCC)D2_>YDR262W
chrIV	996825	997643	818	+	YDR262W
chrIV	997644	997932	288	NA	>YDR262W_<DIN7
chrIV	997933	999225	1292	-	DIN7
chrIV	999226	999719	493	NA	<DIN7_<AKR1
chrIV	999720	1002014	2294	-	AKR1
chrIV	1002015	1002554	539	NA	<AKR1_>PEX10
chrIV	1002555	1003568	1013	+	PEX10
chrIV	1003569	1003794	225	NA	>PEX10_<YDR266C
chrIV	1003795	1005714	1919	-	YDR266C
chrIV	1005715	1006200	485	NA	<YDR266C_<CIA1
chrIV	1006201	1007193	992	-	CIA1
chrIV	1007194	1007694	500	NA	<CIA1_>MSW1
chrIV	1007695	1008834	1139	+	MSW1
chrIV	1008835	1009365	530	NA	>MSW1_>CCC2
chrIV	1009366	1012380	3014	+	CCC2
chrIV	1012381	1012700	319	NA	>CCC2_>GLO2
chrIV	1012701	1013525	824	+	GLO2
chrIV	1013526	1013866	340	NA	>GLO2_>DON1
chrIV	1013867	1014964	1097	+	DON1
chrIV	1014965	1015941	976	NA	>DON1_>BSC2
chrIV	1015942	1016649	707	+	BSC2
chrIV	1016650	1017165	515	NA	>BSC2_<PMP3
chrIV	1017166	1017333	167	-	PMP3
chrIV	1017334	1018090	756	NA	<PMP3_<MTH1
chrIV	1018091	1019392	1301	-	MTH1
chrIV	1019393	1020895	1502	NA	<MTH1_<tE(CUC)D
chrIV	1020896	1020967	71	-	tE(CUC)D
chrIV	1020968	1023056	2088	NA	<tE(CUC)D_>RNH202
chrIV	1023057	1024109	1052	+	RNH202
chrIV	1024110	1024435	325	NA	>RNH202_>RRP45
chrIV	1024436	1025353	917	+	RRP45
chrIV	1025354	1025695	341	NA	>RRP45_<PHM6
chrIV	1025696	1026010	314	-	PHM6
chrIV	1026011	1027199	1188	NA	<PHM6_<YDR282C
chrIV	1027200	1028444	1244	-	YDR282C
chrIV	1028445	1028758	313	NA	<YDR282C_<GCN2
chrIV	1028759	1033738	4979	-	GCN2
chrIV	1033739	1034238	499	NA	<GCN2_<DPP1
chrIV	1034239	1035108	869	-	DPP1
chrIV	1035109	1036133	1024	NA	<DPP1_>ZIP1
chrIV	1036134	1038263	2129	+	ZIP1
chrIV	1038264	1038919	655	NA	>ZIP1_<YDR286C
chrIV	1038920	1039264	344	-	YDR286C
chrIV	1039265	1039683	418	NA	<YDR286C_>YDR287W
chrIV	1039684	1040562	878	+	YDR287W
chrIV	1040563	1040883	320	NA	>YDR287W_>NSE3
chrIV	1040884	1041795	911	+	NSE3
chrIV	1041796	1041968	172	NA	>NSE3_<RTT103
chrIV	1041969	1043198	1229	-	RTT103
chrIV	1043199	1043416	217	NA	<RTT103_>YDR291W
chrIV	1043417	1046650	3233	+	YDR291W
chrIV	1046651	1046834	183	NA	>YDR291W_<SRP101
chrIV	1046835	1048700	1865	-	SRP101
chrIV	1048701	1049328	627	NA	<SRP101_<SSD1
chrIV	1049329	1053081	3752	-	SSD1
chrIV	1053082	1054147	1065	NA	<SSD1_<DPL1
chrIV	1054148	1055917	1769	-	DPL1
chrIV	1055918	1056311	393	NA	<DPL1_<HDA2
chrIV	1056312	1058336	2024	-	HDA2
chrIV	1058337	1058900	563	NA	<HDA2_>MHR1
chrIV	1058901	1059581	680	+	MHR1
chrIV	1059582	1060239	657	NA	>MHR1_>SUR2
chrIV	1060240	1061289	1049	+	SUR2
chrIV	1061290	1061864	574	NA	>SUR2_<ATP5
chrIV	1061865	1062503	638	-	ATP5
chrIV	1062504	1063315	811	NA	<ATP5_>BFR2
chrIV	1063316	1064920	1604	+	BFR2
chrIV	1064921	1065193	272	NA	>BFR2_<PRO1
chrIV	1065194	1066480	1286	-	PRO1
chrIV	1066481	1067040	559	NA	<PRO1_>CFT1
chrIV	1067041	1071114	4073	+	CFT1
chrIV	1071115	1071419	304	NA	>CFT1_>GPI11
chrIV	1071420	1072079	659	+	GPI11
chrIV	1072080	1072417	337	NA	>GPI11_<RSC3
chrIV	1072418	1075075	2657	-	RSC3
chrIV	1075076	1075568	492	NA	<RSC3_<CPR5
chrIV	1075569	1076246	677	-	CPR5
chrIV	1076247	1076434	187	NA	<CPR5_<HNT2
chrIV	1076435	1077177	742	-	HNT2
chrIV	1077178	1077423	245	NA	<HNT2_<YDR306C
chrIV	1077424	1078860	1436	-	YDR306C
chrIV	1078861	1079160	299	NA	<YDR306C_<tV(CAC)D
chrIV	1079161	1079233	72	-	tV(CAC)D
chrIV	1079234	1079553	319	NA	<tV(CAC)D_>YDR307W
chrIV	1079554	1081542	1988	+	YDR307W
chrIV	1081543	1081715	172	NA	>YDR307W_<SRB7
chrIV	1081716	1082138	422	-	SRB7
chrIV	1082139	1082737	598	NA	<SRB7_<GIC2
chrIV	1082738	1083889	1151	-	GIC2
chrIV	1083890	1084817	927	NA	<GIC2_<SUM1
chrIV	1084818	1088046	3228	-	SUM1
chrIV	1088047	1088794	747	NA	<SUM1_>TFB1
chrIV	1088795	1090723	1928	+	TFB1
chrIV	1090724	1091310	586	NA	>TFB1_>SSF2
chrIV	1091311	1092672	1361	+	SSF2
chrIV	1092673	1092948	275	NA	>SSF2_<PIB1
chrIV	1092949	1093809	860	-	PIB1
chrIV	1093810	1094162	352	NA	<PIB1_<RAD34
chrIV	1094163	1096241	2078	-	RAD34
chrIV	1096242	1096470	228	NA	<RAD34_<IPK1
chrIV	1096471	1097316	845	-	IPK1
chrIV	1097317	1097492	175	NA	<IPK1_>OMS1
chrIV	1097493	1098908	1415	+	OMS1
chrIV	1098909	1099099	190	NA	>OMS1_<tF(GAA)D
chrIV	1099100	1099136	73	-	tF(GAA)D
chrIV	1099137	1099153	16	NA	<tF(GAA)D_intron_<tF(GAA)D
chrIV	1099154	1099191	73	-	tF(GAA)D
chrIV	1099192	1099500	308	NA	<tF(GAA)D_<unannotated
chrIV	1099501	1103277	3776	-	unannotated
chrIV	1103278	1103350	72	NA	<unannotated_<unannotated
chrIV	1103351	1104223	872	-	unannotated
chrIV	1104224	1105229	1005	NA	<unannotated_>unannotated
chrIV	1105230	1110498	5268	+	unannotated
chrIV	1110499	1111349	850	NA	>unannotated_>HIM1
chrIV	1111350	1112594	1244	+	HIM1
chrIV	1112595	1112923	328	NA	>HIM1_>MCM21
chrIV	1112924	1112975	1093	+	MCM21
chrIV	1112976	1113070	94	NA	>MCM21_intron_>MCM21
chrIV	1113071	1114113	1093	+	MCM21
chrIV	1114114	1114168	54	NA	>MCM21_<YDR319C
chrIV	1114169	1114993	824	-	YDR319C
chrIV	1114994	1115260	266	NA	<YDR319C_<SWA2
chrIV	1115261	1117267	2006	-	SWA2
chrIV	1117268	1117445	177	NA	<SWA2_<DAD4
chrIV	1117446	1117664	218	-	DAD4
chrIV	1117665	1117867	202	NA	<DAD4_>ASP1
chrIV	1117868	1119013	1145	+	ASP1
chrIV	1119014	1119754	740	NA	>ASP1_>MRPL35
chrIV	1119755	1119949	194	+	MRPL35
chrIV	1119950	1120198	248	NA	>MRPL35_>unannotated
chrIV	1120199	1121302	1103	+	unannotated
chrIV	1121303	1121612	309	NA	>unannotated_<TIM11
chrIV	1121613	1121903	290	-	TIM11
chrIV	1121904	1122089	185	NA	<TIM11_<PEP7
chrIV	1122090	1123637	1547	-	PEP7
chrIV	1123638	1124042	404	NA	<PEP7_<UTP4
chrIV	1124043	1126373	2330	-	UTP4
chrIV	1126374	1126735	361	NA	<UTP4_>YCG1
chrIV	1126736	1129843	3107	+	YCG1
chrIV	1129844	1130218	374	NA	>YCG1_<YSP2
chrIV	1130219	1134535	4316	-	YSP2
chrIV	1134536	1135043	507	NA	<YSP2_<SKP1
chrIV	1135044	1135628	584	-	SKP1
chrIV	1135629	1135879	250	NA	<SKP1_<PEX3
chrIV	1135880	1137205	1325	-	PEX3
chrIV	1137206	1137481	275	NA	<PEX3_>UBX5
chrIV	1137482	1138984	1502	+	UBX5
chrIV	1138985	1139197	212	NA	>UBX5_>GPI8
chrIV	1139198	1140433	1235	+	GPI8
chrIV	1140434	1140610	176	NA	>GPI8_>YDR332W
chrIV	1140611	1142680	2069	+	YDR332W
chrIV	1142681	1142869	188	NA	>YDR332W_<YDR333C
chrIV	1142870	1145041	2171	-	YDR333C
chrIV	1145042	1145541	499	NA	<YDR333C_>SWR1
chrIV	1145542	1150086	4544	+	SWR1
chrIV	1150087	1150777	690	NA	>SWR1_>MSN5
chrIV	1150778	1154452	3674	+	MSN5
chrIV	1154453	1154701	248	NA	>MSN5_>YDR336W
chrIV	1154702	1155646	944	+	YDR336W
chrIV	1155647	1155928	281	NA	>YDR336W_>MRPS28
chrIV	1155929	1156789	860	+	MRPS28
chrIV	1156790	1156988	198	NA	>MRPS28_<YDR338C
chrIV	1156989	1159076	2087	-	YDR338C
chrIV	1159077	1159560	483	NA	<YDR338C_<FCF1
chrIV	1159561	1160130	569	-	FCF1
chrIV	1160131	1160451	320	NA	<FCF1_<tS(GCU)D
chrIV	1160452	1160497	82	-	tS(GCU)D
chrIV	1160498	1160514	16	NA	<tS(GCU)D_intron_<tS(GCU)D
chrIV	1160515	1160552	82	-	tS(GCU)D
chrIV	1160553	1161758	1205	NA	<tS(GCU)D_<YDR341C
chrIV	1161759	1163582	1823	-	YDR341C
chrIV	1163583	1164171	588	NA	<YDR341C_<HXT7
chrIV	1164172	1165935	1763	-	HXT7
chrIV	1165936	1169563	3627	NA	<HXT7_<HXT6
chrIV	1169564	1171327	1763	-	HXT6
chrIV	1171328	1172912	1584	NA	<HXT6_<HXT3
chrIV	1172913	1174616	1703	-	HXT3
chrIV	1174617	1177169	2552	NA	<HXT3_<SVF1
chrIV	1177170	1178615	1445	-	SVF1
chrIV	1178616	1179133	517	NA	<SVF1_>MRP1
chrIV	1179134	1180099	965	+	MRP1
chrIV	1180100	1180290	190	NA	>MRP1_<YDR348C
chrIV	1180291	1181466	1175	-	YDR348C
chrIV	1181467	1182731	1264	NA	<YDR348C_<YPS7
chrIV	1182732	1184522	1790	-	YPS7
chrIV	1184523	1186174	1651	NA	<YPS7_>tM(CAU)D
chrIV	1186175	1186247	72	+	tM(CAU)D
chrIV	1186248	1186686	438	NA	>tM(CAU)D_<ATP22
chrIV	1186687	1188520	1833	-	ATP22
chrIV	1188521	1189011	490	NA	<ATP22_>SBE2
chrIV	1189012	1191606	2594	+	SBE2
chrIV	1191607	1192146	539	NA	>SBE2_>YDR352W
chrIV	1192147	1193100	953	+	YDR352W
chrIV	1193101	1193644	543	NA	>YDR352W_>TRR1
chrIV	1193645	1194604	959	+	TRR1
chrIV	1194605	1195092	487	NA	>TRR1_>TRP4
chrIV	1195093	1196235	1142	+	TRP4
chrIV	1196236	1196452	216	NA	>TRP4_>SPC110
chrIV	1196453	1199287	2834	+	SPC110
chrIV	1199288	1199544	256	NA	>SPC110_<YDR357C
chrIV	1199545	1199913	368	-	YDR357C
chrIV	1199914	1200404	490	NA	<YDR357C_>GGA1
chrIV	1200405	1202078	1673	+	GGA1
chrIV	1202079	1202281	202	NA	>GGA1_<EAF1
chrIV	1202282	1205230	2948	-	EAF1
chrIV	1205231	1205757	526	NA	<EAF1_<BCP1
chrIV	1205758	1206609	851	-	BCP1
chrIV	1206610	1207024	414	NA	<BCP1_<TFC6
chrIV	1207025	1209043	2018	-	TFC6
chrIV	1209044	1209528	484	NA	<TFC6_>ESC2
chrIV	1209529	1210899	1370	+	ESC2
chrIV	1210900	1212095	1195	NA	>ESC2_>tK(CUU)D1
chrIV	1212096	1212168	72	+	tK(CUU)D1
chrIV	1212169	1212473	304	NA	>tK(CUU)D1_>SEM1
chrIV	1212474	1212743	269	+	SEM1
chrIV	1212744	1213188	444	NA	>SEM1_<CDC40
chrIV	1213189	1214556	1367	-	CDC40
chrIV	1214557	1214842	285	NA	<CDC40_<ESF1
chrIV	1214843	1216729	1886	-	ESF1
chrIV	1216730	1217270	540	NA	<ESF1_>YDR367W
chrIV	1217271	1217300	664	+	YDR367W
chrIV	1217301	1217401	100	NA	>YDR367W_intron_>YDR367W
chrIV	1217402	1218037	664	+	YDR367W
chrIV	1218038	1218326	288	NA	>YDR367W_>YPR1
chrIV	1218327	1219265	938	+	YPR1
chrIV	1219266	1219438	172	NA	>YPR1_<XRS2
chrIV	1219439	1222003	2564	-	XRS2
chrIV	1222004	1222204	200	NA	<XRS2_<YDR370C
chrIV	1222205	1223533	1328	-	YDR370C
chrIV	1223534	1223835	301	NA	<YDR370C_>CTS2
chrIV	1223836	1225371	1535	+	CTS2
chrIV	1225372	1225534	162	NA	>CTS2_<VPS74
chrIV	1225535	1226572	1037	-	VPS74
chrIV	1226573	1227181	608	NA	<VPS74_>FRQ1
chrIV	1227182	1227754	572	+	FRQ1
chrIV	1227755	1227896	141	NA	>FRQ1_<YDR374C
chrIV	1227897	1228817	920	-	YDR374C
chrIV	1228818	1229179	361	NA	<YDR374C_>YDR374W-A
chrIV	1229180	1229449	269	+	YDR374W-A
chrIV	1229450	1229588	138	NA	>YDR374W-A_<BCS1
chrIV	1229589	1230959	1370	-	BCS1
chrIV	1230960	1231244	284	NA	<BCS1_>ARH1
chrIV	1231245	1232726	1481	+	ARH1
chrIV	1232727	1233033	306	NA	>ARH1_>ATP17
chrIV	1233034	1233339	305	+	ATP17
chrIV	1233340	1233783	443	NA	>ATP17_<LSM6
chrIV	1233784	1234023	239	-	LSM6
chrIV	1234024	1234589	565	NA	<LSM6_>RGA2
chrIV	1234590	1237619	3029	+	RGA2
chrIV	1237620	1237700	80	NA	>RGA2_<YDR379C-A
chrIV	1237701	1237940	239	-	YDR379C-A
chrIV	1237941	1238640	699	NA	<YDR379C-A_>ARO10
chrIV	1238641	1240548	1907	+	ARO10
chrIV	1240549	1240980	431	NA	>ARO10_>YRA1
chrIV	1240981	1242427	1446	+	YRA1
chrIV	1242428	1242734	306	NA	>YRA1_<YDR381C-A
chrIV	1242735	1243052	317	-	YDR381C-A
chrIV	1243053	1243914	861	NA	<YDR381C-A_>RPP2B
chrIV	1243915	1244247	332	+	RPP2B
chrIV	1244248	1244382	134	NA	>RPP2B_<NKP1
chrIV	1244383	1245141	758	-	NKP1
chrIV	1245142	1245627	485	NA	<NKP1_<ATO3
chrIV	1245628	1246455	827	-	ATO3
chrIV	1246456	1247653	1197	NA	<ATO3_>EFT2
chrIV	1247654	1250182	2528	+	EFT2
chrIV	1250183	1250507	324	NA	>EFT2_>MUS81
chrIV	1250508	1252406	1898	+	MUS81
chrIV	1252407	1252577	170	NA	>MUS81_<YDR387C
chrIV	1252578	1254245	1667	-	YDR387C
chrIV	1254246	1254609	363	NA	<YDR387C_>unannotated
chrIV	1254610	1255902	1292	+	unannotated
chrIV	1255903	1255919	16	NA	>unannotated_>YSC84
chrIV	1255920	1256087	167	+	YSC84
chrIV	1256088	1257001	913	NA	>YSC84_>SAC7
chrIV	1257002	1258966	1964	+	SAC7
chrIV	1258967	1259401	434	NA	>SAC7_<UBA2
chrIV	1259402	1261312	1910	-	UBA2
chrIV	1261313	1261472	159	NA	<UBA2_<tG(CCC)D
chrIV	1261473	1261544	71	-	tG(CCC)D
chrIV	1261545	1261822	277	NA	<tG(CCC)D_<YDR391C
chrIV	1261823	1262521	698	-	YDR391C
chrIV	1262522	1263160	638	NA	<YDR391C_>SPT3
chrIV	1263161	1264174	1013	+	SPT3
chrIV	1264175	1264365	190	NA	>SPT3_>SHE9
chrIV	1264366	1265736	1370	+	SHE9
chrIV	1265737	1266145	408	NA	>SHE9_>RPT3
chrIV	1266146	1267432	1286	+	RPT3
chrIV	1267433	1267788	355	NA	>RPT3_>SXM1
chrIV	1267789	1270623	2834	+	SXM1
chrIV	1270624	1270830	206	NA	>SXM1_<NCB2
chrIV	1270831	1271235	404	-	NCB2
chrIV	1271236	1271935	699	NA	<NCB2_>UTP5
chrIV	1271936	1273867	1931	+	UTP5
chrIV	1273868	1274532	664	NA	>UTP5_>HPT1
